,Time,Power
0,0.5,82.72099102684803
1,1.5,83.42000703850138
2,2.5,80.0457659936115
3,3.5,69.5743613269583
4,4.5,37.2725069553246
5,5.5,34.387452774190216
6,6.5,38.21580109217013
7,7.5,44.81265713388137
8,8.5,24.728969160693328
9,9.5,2.776737184440621
10,10.5,0.2523949001455166
11,11.5,1.178613886989666
12,12.5,0.22107361334719966
13,13.5,0.0
14,14.5,0.0
15,15.5,0.0
16,16.5,0.0
17,17.5,0.0
18,18.5,0.0
19,19.5,0.0
20,20.5,0.0
21,21.5,0.13059316567710758
22,22.5,0.25276182329870456
23,23.5,0.9633416642510014
24,24.5,1.7905871538536444
25,25.5,0.352711603389409
26,26.5,0.0
27,27.5,0.0
28,28.5,0.08561391984691398
29,29.5,0.3548854927445441
30,30.5,0.29855593906247896
31,31.5,0.1807383267178818
32,32.5,0.0
33,33.5,0.0
34,34.5,0.008882055081235084
35,35.5,0.0
36,36.5,0.0793164673049645
37,37.5,1.5805853119882203
38,38.5,12.250655392575522
39,39.5,19.874569369406462
40,40.5,14.179571080722853
41,41.5,15.05640051726275
42,42.5,36.517040233393296
43,43.5,57.46459362239361
44,44.5,63.26797388518923
45,45.5,63.76644089325407
46,46.5,70.27300627735715
47,47.5,79.44428804212548
48,48.5,83.28588467856862
49,49.5,83.23159155884049
50,50.5,82.85257394576378
51,51.5,82.71432325251132
52,52.5,82.77228125529673
53,53.5,83.0150277129037
54,54.5,83.3684810376062
55,55.5,83.13737876820134
56,56.5,82.17946992578098
57,57.5,79.23690121330425
58,58.5,54.23100075420829
59,59.5,31.761063645242775
60,60.5,27.607717722571664
61,61.5,17.00210742036873
62,62.5,11.560998311697318
63,63.5,7.203856964281388
64,64.5,6.630235754226095
65,65.5,14.154290660736187
66,66.5,23.655839954989794
67,67.5,32.60067961141593
68,68.5,27.87320088108458
69,69.5,31.663643723070134
70,70.5,37.01165659984393
71,71.5,46.11758689339339
72,72.5,67.56306265890558
73,73.5,78.8291931600625
74,74.5,80.92781821802141
75,75.5,77.46950922503638
76,76.5,76.75408533620438
77,77.5,72.93213478345301
78,78.5,68.70927439194348
79,79.5,68.79731933176478
80,80.5,63.43450366106722
81,81.5,54.32547410404129
82,82.5,25.91792517672985
83,83.5,1.1735774653484132
84,84.5,0.0
85,85.5,0.8491708981422096
86,86.5,0.2978883051658021
87,87.5,1.841437755974752
88,88.5,2.0103663756981494
89,89.5,5.0855501291452
90,90.5,12.203042452809832
91,91.5,13.943191470645205
92,92.5,15.562277105965107
93,93.5,18.795549816985062
94,94.5,22.270356897976654
95,95.5,27.989815931910886
96,96.5,25.810111255019972
97,97.5,26.89818957618372
98,98.5,27.404866482121246
99,99.5,31.40626039719512
100,100.5,39.49050344215604
101,101.5,44.615401051452075
102,102.5,40.389645586169316
103,103.5,40.462666838193
104,104.5,37.29188303700049
105,105.5,28.3017374791113
106,106.5,24.48394097973444
107,107.5,14.85324756621546
108,108.5,5.821871328091764
109,109.5,2.1844611581523248
110,110.5,0.39987479976641477
111,111.5,0.3897465905449249
112,112.5,12.22685336505431
113,113.5,30.94473269967927
114,114.5,46.506374171422316
115,115.5,74.79690829106654
116,116.5,82.17464325001461
117,117.5,83.31468569049491
118,118.5,82.9075355970695
119,119.5,83.02030782016578
120,120.5,82.87042414056283
121,121.5,83.17965000877243
122,122.5,83.23220273967353
123,123.5,82.94050122126441
124,124.5,77.83442050735975
125,125.5,63.97845696935312
126,126.5,43.25832445459917
127,127.5,71.7115500414984
128,128.5,36.34673367013024
129,129.5,53.532216993608024
130,130.5,50.915201415617815
131,131.5,34.55413380492283
132,132.5,34.66108584421682
133,133.5,43.71374941127859
134,134.5,49.21572466281704
135,135.5,55.84324141559576
136,136.5,56.45260611005834
137,137.5,56.071200616101756
138,138.5,82.35032507758882
139,139.5,69.39201788405727
140,140.5,81.1209716828192
141,141.5,73.8465379986916
142,142.5,74.66773957162367
143,143.5,74.31068706146297
144,144.5,79.25718215687415
145,145.5,65.65747898588596
146,146.5,68.15731304513707
147,147.5,48.29516746947511
148,148.5,37.48383904820852
149,149.5,27.820725314180354
150,150.5,12.646060115276882
151,151.5,14.093197775770014
152,152.5,3.2590382052616156
153,153.5,0.1026223976493533
154,154.5,0.0
155,155.5,0.0
156,156.5,0.0
157,157.5,0.21843360294335734
158,158.5,3.1529040483610404
159,159.5,6.218518728196612
160,160.5,13.55587254530196
161,161.5,19.499510071567894
162,162.5,29.838012979483615
163,163.5,48.62032325968243
164,164.5,54.37404387529351
165,165.5,64.9638788774181
166,166.5,72.04337831400024
167,167.5,74.80792599177948
168,168.5,74.73394645019563
169,169.5,71.49312768111966
170,170.5,57.26320382914572
171,171.5,51.830146529509136
172,172.5,36.633565859801585
173,173.5,9.834068716495732
174,174.5,15.538492009927753
175,175.5,28.809958182599875
176,176.5,41.13199292182003
177,177.5,27.251660295703566
178,178.5,20.992011085737843
179,179.5,17.87222608817944
180,180.5,23.19353245474998
181,181.5,29.051196127289202
182,182.5,32.71666417755862
183,183.5,33.99489833159072
184,184.5,34.932407700317135
185,185.5,34.8246973905614
186,186.5,50.43733336178209
187,187.5,65.69077216775499
188,188.5,60.25465061526846
189,189.5,49.53247284628611
190,190.5,41.76275061342076
191,191.5,34.287270219705974
192,192.5,37.66826764275904
193,193.5,36.91219648267703
194,194.5,30.914809386354612
195,195.5,23.949648628150772
196,196.5,21.02727272071256
197,197.5,15.59037535393839
198,198.5,10.545661168199125
199,199.5,6.150446331125314
200,200.5,5.274461364929374
201,201.5,2.0920671465741054
